num_pellets 328
pacman_home (24 * 16, 20 * 16)
ghost_home [(20 * 16, 12 * 16), (19 * 16, 14 * 16), (20 * 16, 14 * 16), (21 * 16, 14 * 16)]
level_dim (34, 33)
color_edge (0, 0, 255, 255)
color_fill (0, 0, 0, 255)
color_shadow (0, 0, 128, 255)
color_pellet (255, 255, 255, 255)
0	0	0	0	0	0	0	0	0	113	21	113	0	0	0	0	0	0	0	0	0	0	113	21	113	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	
0	0	0	107	100	100	100	100	100	106	0	105	100	100	100	100	100	100	100	100	100	100	106	0	105	100	100	100	100	100	108	0	0	0	
0	0	0	101	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	101	0	0	0	
111	100	100	106	3	111	100	133	100	112	2	111	100	100	100	108	2	113	2	113	2	111	108	2	113	0	120	3	113	2	105	100	100	112	
20	0	0	0	2	2	2	101	2	2	2	2	2	2	2	101	2	101	2	101	2	2	101	2	101	0	0	0	101	2	0	0	0	20	
111	100	100	108	2	113	2	110	2	111	100	133	100	112	2	101	2	101	2	105	112	2	110	2	101	0	111	100	106	2	107	100	100	112	
0	0	0	101	2	101	2	2	2	2	2	101	2	2	2	101	2	101	2	2	2	2	2	2	101	0	0	0	0	2	101	0	0	0	
0	0	0	101	2	131	100	112	2	113	2	101	2	111	100	106	2	105	100	100	100	100	112	2	131	100	100	100	112	2	101	0	0	0	
0	0	0	101	2	101	2	2	2	101	2	101	2	2	2	2	2	2	2	2	2	2	2	2	101	2	2	2	2	2	101	0	0	0	
0	0	0	101	2	110	2	111	100	132	2	110	2	111	100	100	100	100	100	100	100	100	112	2	101	2	111	100	108	0	101	0	0	0	
0	0	0	101	2	0	2	2	2	101	2	2	2	0	0	0	0	0	0	0	0	0	0	2	101	2	2	2	101	0	101	0	0	0	
0	0	0	101	2	111	100	112	2	110	0	113	2	107	100	100	108	0	107	112	1	111	108	2	110	2	120	2	101	0	101	0	0	0	
0	0	0	101	2	2	2	2	2	0	0	101	2	101	0	0	101	0	101	0	0	0	101	2	2	2	2	2	101	0	101	0	0	0	
0	0	0	101	2	111	100	100	100	100	100	132	2	105	100	100	106	0	105	100	100	100	106	2	111	100	108	2	101	0	101	0	0	0	
0	0	0	101	2	2	2	2	2	2	2	101	2	2	2	2	2	2	2	2	2	2	2	2	0	0	101	2	101	0	101	0	0	0	
0	0	0	101	0	111	100	100	100	108	2	110	0	113	2	113	2	111	100	100	100	100	100	100	112	0	101	2	101	0	101	0	0	0	
0	0	0	101	2	2	2	2	2	101	2	2	2	101	2	101	2	2	2	2	2	2	2	2	2	0	101	2	101	0	101	0	0	0	
0	0	0	101	2	107	100	112	2	105	100	112	2	101	2	101	2	111	100	100	133	100	100	112	2	111	106	2	110	0	101	0	0	0	
0	0	0	101	2	101	0	2	2	2	2	2	2	101	2	101	2	2	2	2	101	2	2	2	2	2	2	2	2	2	101	0	0	0	
0	0	0	101	2	110	0	107	100	100	100	112	0	110	2	110	2	111	112	2	101	2	107	100	100	100	100	100	108	2	101	0	0	0	
0	0	0	101	2	0	0	101	2	2	2	2	2	2	2	2	2	2	2	2	101	2	101	0	0	2	2	2	110	2	101	0	0	0	
0	0	0	101	2	111	100	106	2	113	2	113	2	120	2	113	0	111	112	2	101	2	101	0	113	2	113	2	2	2	101	0	0	0	
0	0	0	101	2	2	2	2	3	101	2	101	2	2	2	101	2	2	2	2	101	2	101	0	110	3	105	100	112	2	101	0	0	0	
111	100	100	106	2	111	100	100	100	106	2	101	2	120	2	110	2	111	112	0	110	2	101	2	2	2	2	2	2	2	105	100	100	112	
20	0	0	0	2	2	2	2	2	2	2	101	2	2	2	2	2	2	2	2	2	2	101	2	107	108	2	107	108	2	0	0	0	20	
111	100	100	108	2	111	100	100	100	112	2	105	100	100	100	112	0	111	100	100	100	100	106	2	105	106	2	105	106	2	107	100	100	112	
0	0	0	101	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	101	0	0	0	
0	0	0	105	100	100	100	100	100	108	0	107	100	100	100	100	100	100	100	100	100	100	108	0	107	100	100	100	100	100	106	0	0	0	
0	0	0	0	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	110	21	110	0	0	0	0	0	0	0	0	0	0	110	21	110	0	0	0	0	0	0	0	0	0
