num_pellets 134
pacman_home (10 * 16, 14 * 16)
ghost_home [(10 * 16, 8 * 16), (9 * 16, 10 * 16), (10 * 16, 10 * 16), (11 * 16, 10 * 16)]
level_dim (20, 25)
color_edge (0, 0, 255, 255)
color_fill (0, 0, 0, 255)
color_shadow (0, 0, 128, 255)
color_pellet (255, 255, 255, 255)
0	0	0	0	0	0	0	0	0	113	21	113	0	0	0	0	0	0	0	0	0	
111	100	100	100	100	100	100	108	0	101	0	101	0	107	100	100	100	100	100	100	112	
20	0	3	2	2	2	2	101	0	101	0	101	0	101	2	2	2	2	3	0	20	
111	108	2	107	100	108	2	101	0	101	0	101	0	101	2	107	100	108	2	107	112	
0	101	2	101	0	101	2	105	100	106	0	105	100	106	2	101	0	101	2	101	0	
0	101	2	101	0	101	2	2	2	2	2	2	2	2	2	101	0	101	2	101	0	
0	101	2	101	0	131	133	133	133	133	133	133	133	133	133	132	0	101	2	101	0	
0	101	2	131	133	140	140	130	130	130	130	130	130	130	140	140	133	132	2	101	0	
0	101	2	105	130	130	106	0	0	0	0	0	0	0	105	130	130	106	2	101	0	
0	101	2	2	2	0	0	0	107	112	1	111	108	0	0	0	2	2	2	101	0	
0	105	100	108	2	107	108	0	101	0	0	0	101	0	107	108	2	107	100	106	0	
0	0	0	101	2	105	106	0	105	100	100	100	106	0	105	106	2	101	0	0	0	
0	0	0	101	2	2	2	0	0	0	0	0	0	0	2	2	2	101	0	0	0	
0	0	0	101	2	113	2	107	100	100	100	100	100	108	2	113	2	101	0	0	0	
0	0	0	101	2	101	2	110	2	2	2	2	2	110	2	101	2	101	0	0	0	
0	107	100	106	2	101	2	2	2	111	133	112	2	2	2	101	2	105	100	108	0	
0	101	2	2	2	110	2	113	2	2	101	2	2	113	2	110	2	2	2	101	0	
0	101	2	113	2	2	2	131	108	2	101	2	107	132	2	2	2	113	2	101	0	
111	106	2	105	100	108	2	105	106	2	110	2	105	106	2	107	100	106	2	105	112	
20	0	3	2	2	101	2	2	2	2	2	2	2	2	2	101	2	2	3	0	20	
111	100	100	108	2	110	2	111	100	100	133	100	100	112	2	110	2	107	100	100	112	
0	0	0	101	2	2	2	2	2	2	110	2	2	2	2	2	2	101	0	0	0	
0	0	0	105	100	100	100	100	108	2	2	2	107	100	100	100	100	106	0	0	0	
0	0	0	0	0	0	0	0	105	108	0	107	106	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	110	21	110	0	0	0	0	0	0	0	0	0
